100f.jpg	-1	-1	1	-1	1	1	1	1	1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	
100m.jpg	1	1	-1	1	-1	1	-1	1	1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	-1	1	-1	
101f.jpg	-1	-1	1	1	1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	-1	1	
101m.jpg	-1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	-1	1	1	1	-1	
102f.jpg	-1	-1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	-1	1	1	1	1	1	-1	1	1	-1	1	1	-1	1	
102m.jpg	1	1	1	1	-1	1	-1	1	1	1	1	-1	1	1	-1	1	1	1	-1	1	-1	1	1	-1	1	-1	1	-1	
103f.jpg	-1	1	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	1	-1	1	1	1	1	-1	-1	1	1	1	-1	-1	
103m.jpg	1	1	-1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	-1	1	-1	
104f.jpg	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	-1	-1	-1	1	1	1	-1	-1	
104m.jpg	1	1	1	1	-1	1	-1	1	1	1	-1	1	-1	1	-1	1	-1	1	-1	1	1	-1	1	-1	1	-1	1	1	
105f.jpg	-1	1	1	1	-1	1	1	1	1	1	1	-1	-1	1	1	1	1	-1	1	1	-1	-1	1	1	1	1	-1	1	
105m.jpg	1	1	-1	1	-1	1	1	-1	1	1	1	-1	1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1	1	-1	
106f.jpg	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	-1	1	1	1	-1	
106m.jpg	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	1	
107f.jpg	-1	1	-1	1	-1	1	1	1	1	1	-1	-1	-1	1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	
107m.jpg	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	1	-1	1	1	-1	1	1	-1	1	-1	1	-1	1	-1	1	-1	
108f.jpg	-1	-1	1	-1	1	1	1	1	-1	-1	1	-1	1	1	-1	1	1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	
108m.jpg	1	1	-1	1	-1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	-1	1	-1	1	-1	1	-1	
109f.jpg	-1	-1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	-1	1	1	-1	-1	1	-1	1	-1	1	1	1	-1	1	
109m.jpg	1	1	-1	1	-1	1	1	1	1	-1	1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	1	-1	1	1	
10f.jpg	-1	-1	1	-1	1	1	1	1	1	1	-1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	1	1	1	1	-1	1	
10m.jpg	-1	1	1	1	-1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	1	1	1	-1	1	-1	1	1	1	1	
110f.jpg	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	1	1	1	1	
110m.jpg	1	1	-1	1	-1	1	1	1	1	1	1	-1	1	-1	-1	1	1	1	1	-1	1	1	1	-1	1	-1	1	1	
